set,id,verdict,note,topic,sheet,row,col
webp,ffct-27547,text,metal labels baked in,Magnets,,1,2
webp,ffct-27549,text,temperature labels baked in,Thermal Energy,,2,0
webp,ffct-27555,text,color labels baked in,Light and Color,,2,3
webp,ffct-27563,text,labels and number baked in,Magnets,,3,2
webp,ffct-27587,text,BIOFUEL label baked in,Chemical Energy,,2,1
webp,ffct-27601,text,sound labels baked in,Sound,,3,1
webp,ffct-27602,text,lever labels baked in,Simple Machines,,3,2
webp,ffct-27603,text,pulley labels baked in,Pulley,,3,3
webp,ffct-27607,text,air labels baked in,Convection,,0,1
webp,ffct-27609,text,friction labels baked in,friction,,0,2
webp,ffct-27631,text,lever labels baked in,Simple Machines,,3,3
webp,ffct-27635,text,battery label baked in,Electricity,,0,2
webp,ffct-27651,text,clock number baked in,Electricity,,2,2
webp,ffct-27652,text,time text baked in,Speed of Light,,2,3
webp,ffct-27655,text,card numbers baked in,magnets,,3,0
webp,ffct-27658,text,lever labels baked in,Simple Machines,,3,2
webp,ffct-27674,text,tire labels baked in,Friction,,1,0
webp,ffct-27679,text,friction numbers baked in,Friction,,1,3
webp,ffct-27688,text,distance labels baked in,Gravity,,2,0
webp,ffct-27695,text,pulley formula baked in,Simple Machines,,2,2
webp,ffct-27711,text,train label,Magnets,,1,1
webp,ffct-27714,text,baked-in labels,Light Transmission,,1,3
webp,ffct-27719,text,labels baked in,Electromagnets,,2,1
webp,ffct-27723,text,word label baked in,Heat,,2,3
webp,ffct-27734,text,voltage numbers,Electricity,,0,1
webp,ffct-27742,text,labels baked in,Simple Machines,,1,2
webp,ffct-27747,text,baked-in labels,Electric Current Flow,,2,0
webp,ffct-27751,text,baked-in labels,Speed of Sound,,2,2
webp,ffct-27760,text,label baked in,Magnet Safety,,3,0
webp,ffct-27762,text,baked-in labels,Simple Machines (Pulley),,3,2
webp,ffct-27779,text,labels baked in,Simple Machines,,0,2
webp,ffct-27793,text,label baked in,Heat Transfer,,1,1
webp,ffct-27804,text,labels and numbers,magnets_safety,,2,2
webp,ffct-27814,text,word label,friction-walking,,2,3
webp,ffct-27824,text,vehicle label,Static Electricity,,0,0
webp,ffct-27830,text,coin text,Magnetism,,0,2
webp,ffct-27831,text,clothing label,Chemical Energy,,0,3
webp,ffct-27839,text,labels baked in,Static Friction,,1,3
webp,ffct-27873,text,labels baked in,Friction,,0,2
webp,ffct-27880,text,train label,Air Friction,,1,0
webp,ffct-27884,text,labels baked in,Simple Machines,,1,1
webp,ffct-27887,text,labels baked in,Electrical Conductors,,1,3
webp,ffct-27893,text,labels baked in,friction,,2,2
webp,ffct-27902,text,formula label,Static Friction,,0,0
webp,ffct-27916,text,labels baked in,Magnetic Field Comparisons,,2,2
webp,ffct-27926,off-topic,depicts pulley not sound,Sound,,3,1
webp,ffct-27933,text,tag text,Magnets,,0,0
webp,ffct-27936,text,vehicle label,Kalesa Wheels,,0,1
webp,ffct-27938,text,decibel labels,Sound Levels,,0,2
webp,ffct-27950,text,color labels,how a rainbow forms,,2,2
webp,ffct-27977,text,L/N labels,electrical_conductor,,1,0
webp,ffct-27981,text,label baked in,Lever operation process,,1,1
webp,ffct-27988,text,label baked in,Electromagnets,,2,0
webp,ffct-28006,text,vehicle labels,Friction,,0,1
webp,ffct-28012,text,labels baked in,Friction Coefficients,,0,3
webp,ffct-28020,text,label baked in,Magnets,,1,2
webp,ffct-28021,text,label baked in,Thermal Insulation,,1,3
webp,ffct-28024,text,speech text,Sound Vacuum,,2,1
webp,ffct-28025,text,labels baked in,Skin Light Energy,,2,2
webp,ffct-28046,text,labels baked in,battery stores chemical energy,,3,3
webp,ffct-28060,text,labels baked in,energy,,1,0
webp,ffct-28072,text,label baked in,Magnets: MRI Scans,,2,3
webp,ffct-28077,text,baked-in number,Gravity,,3,0
webp,ffct-28083,text,vehicle labels,Friction,,3,2
webp,ffct-28096,text,metal labels,Electricity,,0,0
webp,ffct-28117,text,labels baked in,Energy in Flashlights,,1,3
webp,ffct-28118,text,label baked in,Diaphragm Pressure,,2,0
webp,ffct-28139,text,labels and numbers,Light Wavelengths,,3,1
webp,ffct-28143,text,labels and numbers,Electrical Voltage,,0,0
webp,ffct-28144,text,labels baked in,Light,,0,1
webp,ffct-28157,text,labels baked in,Photosynthesis energy,,1,1
webp,ffct-28161,text,appliance labels,Energy Transfer,,2,0
webp,ffct-28173,text,label baked in,Friction (joints),,3,2
webp,ffct-28225,text,baked-in explanatory text,Electricity,,1,1
webp,ffct-28239,off-topic,clam shell not light,Light,,3,3
webp,ffct-28255,off-topic,soccer not nerve electricity,Nerve Electricity,,1,0
webp,ffct-28278,off-topic,charger not heat fire,electrical_heat_fire,,3,2
webp,ffct-28290,text,baked-in circuit text,Circuits: Short Circuit,,0,3
webp,ffct-28324,text,engine oil label,Engine Oil,,3,0
webp,ffct-28360,off-topic,jump rope not bone gravity,Bone Gravity,,3,0
webp,ffct-28363,text,baked-in motion labels,motion,,3,2
webp,ffct-28398,text,baked-in wave labels,Sound Propagation,,3,2
webp,ffct-28400,off-topic,weaving not friction,Friction,,0,0
webp,ffct-28404,text,Teflon label,Friction,,0,3
webp,ffct-28442,text,coin text baked in,Magnetic Metals,,0,3
webp,ffct-28482,text,battery label text,Electricity (Batteries),,0,0
webp,ffct-28502,text,baked-in frequency labels,Sound Frequency,,2,3
webp,ffct-28514,off-topic,dreamcatcher not light,Light Transmission,,3,3
webp,ffct-28526,text,warning label text,Thermal Safety,,1,0
webp,ffct-28563,off-topic,heart not electricity,electricity,,1,0
webp,ffct-28573,off-topic,bat not static electricity,Static Electricity,,2,2
webp,ffct-28575,off-topic,weaving not lever,Lever,,2,3
webp,ffct-28577,off-topic,lantern not conductors,Electrical Conductors,,3,1
webp,ffct-28595,text,baked-in wave labels,Sound,,1,2
webp,ffct-28604,text,baked-in volume labels,sound-hearing,,2,2
webp,ffct-28617,text,plant sign text,Electrical Conductors,,0,0
webp,ffct-28622,text,lever labels baked in,Lever lifting,,0,3
webp,ffct-28637,text,joint label baked in,Joint Friction,,1,2
webp,ffct-28642,off-topic,heart monitor not electricity,electricity,,2,1
webp,ffct-28644,off-topic,car safety not motion,motion,,2,2
webp,ffct-28647,text,SPF and labels baked in,Light Health,,3,0
webp,ffct-28662,text,metal labels baked in,Heat,,0,1
webp,ffct-28663,off-topic,boat not gravity,Gravity,,0,2
webp,ffct-28669,text,meter text baked in,Multimeter,,1,0
webp,ffct-28671,text,ear labels baked in,Inner Ear Gravity,,1,2
webp,ffct-28679,text,pulley labels baked in,Simple Machines (Pulley),,2,1
webp,ffct-28682,text,eye labels baked in,Retina light,,2,2
webp,ffct-28693,off-topic,jar not screw,screw,,0,0
webp,ffct-28724,text,muscle labels baked in,Core Muscle Gravity,,2,2
webp,ffct-28737,text,metal names baked in,Electricity,,0,1
webp,ffct-28747,text,pole labels baked in,Magnetism (Earth),,0,3
webp,ffct-28752,text,posture labels baked in,Gravity: Posture,,1,2
webp,ffct-28754,text,leaf labels baked in,Photosynthesis,,1,3
webp,ffct-28764,text,LIFT label baked in,how bird wings make lift,,2,1
webp,ffct-28768,text,SHADOW label baked in,light travels in straight lines,,3,1
webp,ffct-28790,text,switch labels baked in,a switch opens and closes a circuit,,0,2
webp,ffct-28798,text,spectrum labels baked in,order of the electromagnetic spectrum from radio to gamma,,1,2
webp,ffct-28799,text,wave labels baked in,wavelength and frequency are inversely related,,1,3
webp,ffct-28800,text,labels baked in,higher frequency electromagnetic waves carry more energy,,2,0
webp,ffct-28807,text,UV labels baked in,ultraviolet rays uses,,3,0
webp,ffct-28811,text,multiple text labels,gamma rays highest energy radiation,,0,0
webp,ffct-28813,text,warning text labels,ionizing versus non-ionizing electromagnetic radiation,,0,2
webp,ffct-28816,text,element names baked in,elements emit characteristic frequencies of light,,0,3
webp,ffct-28820,text,band labels baked in,modern technology uses different bands of the spectrum,,1,2
webp,ffct-28821,text,band labels baked in,the electromagnetic spectrum is continuous,,1,3
webp,ffct-28822,text,meter label baked in,electric current as rate of charge flow,,2,0
webp,ffct-28823,text,current labels baked in,conventional current vs electron flow direction,,2,1
webp,ffct-28824,text,VOLTS sign,voltage as electrical push or energy per charge,,2,2
webp,ffct-28825,text,OHMS sign,electrical resistance opposes current,,2,3
webp,ffct-28827,text,wire labels baked in,wire length and thickness affect resistance,,3,0
webp,ffct-28835,text,formula sign,electrical power equals voltage times current,,0,1
webp,ffct-28836,text,watt labels baked in,higher wattage devices use more energy,,0,2
webp,ffct-28876,text,greenhouse text label,main greenhouse gases carbon dioxide methane,,0,3
webp,ffct-28882,text,sea level text labels,why sea level rises warming,,1,1
webp,ffct-28890,text,graph text labels,climate models predict future warming,,2,2
webp,ffct-28901,text,fog/mist labels,difference between fog and mist,,0,0
webp,ffct-28904,text,air labels baked in,why tornadoes are rare in the Philippines,,0,2
webp,ffct-28909,text,20 hours label,Voyager signals take many hours to reach Earth,,1,1
webp,ffct-28921,text,recycling labels,Astronauts recycle their water on the ISS,,2,0
webp,ffct-28924,text,height labels,Astronauts grow slightly taller in space,,2,2
webp,ffct-28931,text,oxygen label,Rockets carry their own oxygen to burn fuel,,3,1
webp,ffct-28937,text,MAYA name label,The Philippines launched small Maya cube satellites,,0,1
webp,ffct-28949,text,pole labels baked in,why auroras at the poles,,2,2
webp,ffct-28954,text,gas labels baked in,sun is a ball of hot gas,,3,1
webp,ffct-28956,text,sun color text labels,the sun's true color,,3,2
webp,ffct-28957,text,spin labels baked in,the sun spins,,3,3
webp,ffct-28958,text,age text label,the sun's age and lifespan,,0,0
webp,ffct-28959,text,cycle text label,the solar cycle,,0,1
webp,ffct-28966,text,future text label,the sun's distant future,,1,2
webp,ffct-28975,text,count text labels,counting seconds to tell how far a storm is,,3,0
webp,ffct-28993,text,thunder labels,why thunder sometimes cracks and sometimes rumbles,,2,0
webp,ffct-28998,text,microplastic text labels,microplastics,,2,3
webp,ffct-29009,text,baked-in sign text,landfill methane,,0,1
webp,ffct-29014,off-topic,turtle not light pollution,light pollution,,1,0
webp,ffct-29017,text,baked-in bin labels,why we sort trash,,1,3
webp,ffct-29018,text,baked-in bag text,single-use plastic,,2,0
webp,ffct-29025,text,baked-in sign text,protected areas help wildlife,,3,1
webp,ffct-29038,text,baked-in aurora labels,why auroras have different colors,,1,0
webp,ffct-29041,text,baked-in diagram labels,Earth's magnetic poles have flipped before,,1,2
webp,ffct-29056,text,baked-in gold labels,pure gold is soft,,3,2
webp,ffct-29073,text,baked-in glacier label,glaciers store most of Earth's fresh water,,2,0
webp,ffct-29152,text,baked-in orbit labels,why eclipses are not monthly,,2,0
webp,ffct-29187,off-topic,owl not meteor,most meteors burn up completely,,0,3
webp,ffct-29242,text,baked-in light label,galaxy light shows the past,,0,0
webp,ffct-29309,text,baked-in sign text,PHIVOLCS Alert Level 1,,0,0
webp,ffct-29331,off-topic,"preparedness icons, not rainfall warnings",PAGASA rainfall color warnings,,0,1
webp,ffct-29333,text,calendar month names,typhoon season in the Philippines,,0,3
webp,ffct-29334,text,eye/eyewall labels,the eyewall of a typhoon,,1,0
webp,ffct-29336,text,retired name text,retiring typhoon names,,1,2
webp,ffct-29337,text,storm signal text,class suspension during typhoons,,1,3
webp,ffct-29338,text,canned food labels,preparing for a typhoon,,2,0
webp,ffct-29339,text,typhoon/hurricane labels,typhoon vs hurricane,,2,1
webp,ffct-29340,text,low pressure label,low pressure at a typhoon's center,,2,2
webp,ffct-29342,text,PAGASA/chismis text,following official typhoon warnings,,3,0
webp,ffct-29381,text,equator/pacific labels,where enso happens tropical pacific,,2,0
webp,ffct-29393,text,air/water labels,earthworms loosen and aerate soil,,0,0
webp,ffct-29394,text,water/air labels,soil holds water and air for plants,,0,1
webp,ffct-29416,text,weathering sequence labels,weathering breaks rock into sediment,,1,1
webp,ffct-29431,text,volcano names labels,the Philippines has many active volcanoes,,2,0
webp,ffct-29446,text,magma/lava labels,magma becomes lava when erupted,,3,2
webp,ffct-29447,text,seismograph label,seismographs measure earthquakes,,3,3
webp,ffct-29448,text,plate name labels,Philippine and Eurasian plates meet at PH,,0,0
webp,ffct-29452,text,clock letters E/F,the Sun's age and lifespan,,0,3
webp,ffct-29453,text,sun stage labels,how the Sun will end,,1,0
webp,ffct-29456,text,star names labels,the nearest star after the Sun,,1,3
webp,ffct-29481,text,moon names labels,Mars has two small moons,,1,3
webp,ffct-29495,text,month names/days labels,Day length changes through the year (away from equator),,0,1
webp,ffct-29510,text,color/degrees labels,red stars are cooler than blue stars,,2,0
webp,ffct-29523,text,east/west labels,star patterns stay the same,,0,3
webp,ffct-29526,text,Polaris label,Polaris the North Star,,1,1
webp,ffct-29534,text,explanatory text,stars in a constellation are not really near each other,,2,2
webp,ffct-29536,text,star labels/explanatory text,how bright a star looks depends on size and distance,,3,0
webp,ffct-29539,text,oxygen label,rockets carry their own oxygen,,3,1
webp,ffct-29591,text,screen text/equations,computer weather models,,0,1
webp,ffct-29592,text,forecast text/temps,why forecasts can be wrong,,0,2
webp,ffct-29595,text,warning labels,PAGASA rainfall warnings,,1,0
webp,ffct-29597,text,alphabet/typhoon names,how typhoons get local names,,1,2
